epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
67,623.652,0.64798,0.20251,0.00601,0.99295,0.99865,0.99493,0.88944,0.53791,0.15826,0.00692,0.00159919,0.000533064,0.00159919,0.000533064,0.00159919,0.000533064,0.00159919,0.000533064
68,632.496,0.65209,0.18518,0.00582,0.99166,1,0.99479,0.89191,0.54766,0.16296,0.00703,0.00151815,0.000506049,0.00151815,0.000506049,0.00151815,0.000506049,0.00151815,0.000506049
69,641.403,0.63143,0.18016,0.00562,0.99192,0.99291,0.99493,0.89022,0.54956,0.16028,0.00704,0.00143859,0.000479531,0.00143859,0.000479531,0.00143859,0.000479531,0.00143859,0.000479531
70,650.331,0.62771,0.18827,0.00557,1,0.99965,0.995,0.88525,0.53531,0.14789,0.00688,0.00136061,0.000453537,0.00136061,0.000453537,0.00136061,0.000453537,0.00136061,0.000453537
71,659.235,0.65709,0.18627,0.00589,0.99296,0.9997,0.995,0.90017,0.52902,0.15098,0.00678,0.00128428,0.000428093,0.00128428,0.000428093,0.00128428,0.000428093,0.00128428,0.000428093
72,668.178,0.63979,0.17906,0.00585,1,0.99965,0.995,0.89724,0.53605,0.15003,0.00686,0.00120967,0.000403222,0.00120967,0.000403222,0.00120967,0.000403222,0.00120967,0.000403222
73,677.272,0.65488,0.19059,0.00595,0.98599,0.99858,0.99479,0.89461,0.53542,0.15933,0.00685,0.00113685,0.00037895,0.00113685,0.00037895,0.00113685,0.00037895,0.00113685,0.00037895
74,686.199,0.62163,0.17928,0.00569,0.99296,0.99976,0.99486,0.89344,0.53335,0.15348,0.00682,0.0010659,0.000355301,0.0010659,0.000355301,0.0010659,0.000355301,0.0010659,0.000355301
75,695.097,0.62026,0.18316,0.00572,0.99295,0.99865,0.995,0.89279,0.52761,0.14904,0.00675,0.000996895,0.000332298,0.000996895,0.000332298,0.000996895,0.000332298,0.000996895,0.000332298
76,703.994,0.61754,0.18857,0.00562,1,0.99941,0.995,0.90036,0.52729,0.14303,0.00679,0.000929893,0.000309964,0.000929893,0.000309964,0.000929893,0.000309964,0.000929893,0.000309964
77,712.911,0.62999,0.18255,0.00551,1,0.99973,0.995,0.90186,0.53331,0.145,0.00682,0.000864963,0.000288321,0.000864963,0.000288321,0.000864963,0.000288321,0.000864963,0.000288321
78,721.89,0.62549,0.17568,0.00572,0.99934,1,0.995,0.90043,0.53584,0.14299,0.00685,0.00080217,0.00026739,0.00080217,0.00026739,0.00080217,0.00026739,0.00080217,0.00026739
79,730.816,0.62286,0.18304,0.00569,0.9994,1,0.995,0.89347,0.53414,0.14348,0.00684,0.000741576,0.000247192,0.000741576,0.000247192,0.000741576,0.000247192,0.000741576,0.000247192
80,739.687,0.62227,0.18403,0.00567,0.99861,1,0.995,0.88948,0.53842,0.14634,0.00693,0.00068324,0.000227747,0.00068324,0.000227747,0.00068324,0.000227747,0.00068324,0.000227747
81,748.349,0.62925,0.1794,0.00574,0.99953,1,0.995,0.89137,0.54462,0.14409,0.007,0.00062722,0.000209073,0.00062722,0.000209073,0.00062722,0.000209073,0.00062722,0.000209073
82,757.24,0.59714,0.1819,0.00557,0.99913,1,0.995,0.8877,0.54011,0.14643,0.00691,0.000573571,0.00019119,0.000573571,0.00019119,0.000573571,0.00019119,0.000573571,0.00019119
83,766.141,0.59787,0.17511,0.0053,0.99922,1,0.995,0.89863,0.53337,0.14312,0.00683,0.000522346,0.000174115,0.000522346,0.000174115,0.000522346,0.000174115,0.000522346,0.000174115
84,775.051,0.61575,0.19316,0.00559,1,0.99923,0.995,0.89421,0.53342,0.14495,0.00684,0.000473596,0.000157865,0.000473596,0.000157865,0.000473596,0.000157865,0.000473596,0.000157865
85,783.963,0.61597,0.17492,0.00563,0.99296,0.99993,0.995,0.89775,0.53439,0.14897,0.00685,0.000427369,0.000142456,0.000427369,0.000142456,0.000427369,0.000142456,0.000427369,0.000142456
86,792.82,0.60087,0.17324,0.00526,0.99295,0.99956,0.99486,0.89582,0.53503,0.15328,0.00686,0.000383711,0.000127904,0.000383711,0.000127904,0.000383711,0.000127904,0.000383711,0.000127904
87,801.752,0.60265,0.17058,0.00533,1,0.99997,0.995,0.89168,0.53615,0.14811,0.00688,0.000342664,0.000114221,0.000342664,0.000114221,0.000342664,0.000114221,0.000342664,0.000114221
88,810.658,0.6196,0.1773,0.00562,0.99195,1,0.995,0.89234,0.5323,0.14674,0.00684,0.000304269,0.000101423,0.000304269,0.000101423,0.000304269,0.000101423,0.000304269,0.000101423
89,819.373,0.6122,0.18469,0.00552,0.99295,0.99935,0.99493,0.89272,0.53455,0.15131,0.00686,0.000268564,8.95213e-05,0.000268564,8.95213e-05,0.000268564,8.95213e-05,0.000268564,8.95213e-05
90,828.287,0.61403,0.17459,0.00532,0.99223,1,0.99493,0.89237,0.53576,0.14944,0.00687,0.000235584,7.8528e-05,0.000235584,7.8528e-05,0.000235584,7.8528e-05,0.000235584,7.8528e-05
91,838.547,0.57207,0.16299,0.0065,1,0.9998,0.995,0.89175,0.54004,0.15597,0.00695,0.000205362,6.8454e-05,0.000205362,6.8454e-05,0.000205362,6.8454e-05,0.000205362,6.8454e-05
92,847.405,0.5633,0.15314,0.00628,0.99972,1,0.995,0.8932,0.54194,0.14699,0.00698,0.000177928,5.93093e-05,0.000177928,5.93093e-05,0.000177928,5.93093e-05,0.000177928,5.93093e-05
